NO,latitude,longitude,start_time,duration,Hour,Month,Day_Month
0,51.21634,4.3941426,2014-01-06 13:40:00+01:00,9488434,13,1,6
1,51.205994,4.3922267,2014-01-06 16:31:00+01:00,430394,16,1,6
2,51.0542,4.4471655,2014-01-06 16:43:00+01:00,487049,16,1,6
3,50.906025,4.7130237,2014-01-06 17:15:00+01:00,60332,17,1,6
4,50.953205,4.7989120000000005,2014-01-06 17:21:00+01:00,2395,17,1,6
5,50.951252000000004,4.8899837,2014-01-06 17:37:00+01:00,19866829,17,1,6
6,50.951176000000004,4.889803400000001,2014-01-06 23:25:00+01:00,10068992,23,1,6
7,50.951263,4.890061,2014-01-07 02:21:00+01:00,14039931,2,1,7
8,50.951183,4.889838,2014-01-07 06:25:00+01:00,575036,6,1,7
9,51.216343,4.3941550000000005,2014-01-07 08:08:00+01:00,29794938,8,1,7
10,50.9512,4.889859700000001,2014-01-07 17:41:00+01:00,17414401,17,1,7
11,50.951168,4.8897767,2014-01-08 01:09:00+01:00,213967,1,1,8
12,50.951168,4.8897767,2014-01-08 01:20:00+01:00,499950,1,1,8
13,50.951553000000004,4.8893104,2014-01-08 02:02:00+01:00,120136,2,1,8
14,50.951168,4.88978,2014-01-08 02:25:00+01:00,8168098,2,1,8
15,50.951263,4.890055,2014-01-08 05:39:00+01:00,1182751,5,1,8
16,51.216316,4.394121599999999,2014-01-08 07:20:00+01:00,29532006,7,1,8
17,50.951225,4.8899093,2014-01-08 17:00:00+01:00,16226466,17,1,8
18,50.9512,4.8899035,2014-01-09 05:06:00+01:00,3176148,5,1,9
19,51.216343,4.3941545,2014-01-09 07:27:00+01:00,30072243,7,1,9
20,51.1928,4.400392500000001,2014-01-09 16:09:00+01:00,546917,16,1,9
21,50.951202,4.8898616,2014-01-09 17:05:00+01:00,34173337,17,1,9
22,50.95166,4.889849,2014-01-10 02:42:00+01:00,719966,2,1,10
23,50.951168,4.88978,2014-01-10 03:02:00+01:00,12342828,3,1,10
24,50.98492,4.7615323,2014-01-10 06:49:00+01:00,967414,6,1,10
25,50.947964,4.889203,2014-01-10 18:20:00+01:00,38753348,18,1,10
26,50.947964,4.889203,2014-01-11 08:30:00+01:00,11399558,8,1,11
27,50.947964,4.889203,2014-01-11 12:04:00+01:00,859101,12,1,11
28,50.88647,4.6695805,2014-01-11 12:47:00+01:00,21321,12,1,11
29,51.230957000000004,4.403870599999999,2014-01-11 13:36:00+01:00,6409384,13,1,11
30,51.230957000000004,4.403870599999999,2014-01-11 15:32:00+01:00,17587874,15,1,11
31,51.230957000000004,4.403870599999999,2014-01-11 20:34:00+01:00,1022298,20,1,11
32,51.230957000000004,4.403870599999999,2014-01-11 20:58:00+01:00,300801,20,1,11
33,51.230957000000004,4.403870599999999,2014-01-11 21:10:00+01:00,301085,21,1,11
34,50.951263,4.890061,2014-01-12 23:22:00+01:00,12204227,23,1,12
35,50.951138,4.889746700000001,2014-01-13 05:48:00+01:00,2032197,5,1,13
36,51.216343,4.3941574,2014-01-13 07:56:00+01:00,30352945,7,1,13
37,51.23123,4.4042325,2014-01-13 16:40:00+01:00,871637,16,1,13
38,50.951187,4.8899040000000005,2014-01-13 18:12:00+01:00,23521777,18,1,13
39,50.951168,4.8897758,2014-01-14 01:26:00+01:00,199996,1,1,14
40,50.951423999999996,4.889615,2014-01-14 02:13:00+01:00,411732,2,1,14
